0.0323165	0	0
0.0969496	0	0
0.161583	0	0
0.226216	0	0
0.290849	0	0
0.355482	0	0
0.420115	0	0
0.484748	0	0
0.549381	0	0
0.614014	0	0
0.678647	0	0
0.74328	0	0
0.807913	0	0
0.872546	0.00125723	0.000476027
0.937179	0.156111	0.00772942
1.00181	1.04594	0.025042
1.06645	2.00352	0.0356452
1.13108	2.09476	0.0381461
1.19571	1.97144	0.0320835
1.26034	1.75008	0.0273731
1.32498	1.60062	0.026291
1.38961	1.46698	0.0222924
1.45424	1.29554	0.0240622
1.51888	1.20452	0.0210101
1.58351	1.16436	0.0192619
1.64814	1.15627	0.0205886
1.71278	1.11428	0.0173493
1.77741	1.08309	0.019824
1.84204	1.10805	0.0160997
1.90667	1.09771	0.0147828
1.97131	1.08583	0.0138832
2.03594	1.0543	0.0147257
2.10057	1.0572	0.0151482
2.16521	1.02539	0.0137869
2.22984	1.03382	0.0128129
2.29447	1.02283	0.012727
2.35911	1.0202	0.0133407
2.42374	1.0116	0.0121631
2.48837	1.00608	0.0130478
2.55301	0.998955	0.0124607
2.61764	0.987149	0.0118147
2.68227	0.990297	0.010815
2.7469	0.994615	0.0113479
2.81154	0.984826	0.0105426
2.87617	0.979445	0.00820017
2.9408	0.989951	0.00892155
3.00544	0.98635	0.00994062
3.07007	0.9858	0.0118696
3.1347	0.990624	0.011276
3.19934	1.00443	0.0100784
3.26397	1.00713	0.00931968
3.3286	0.992447	0.00930006
3.39323	0.980426	0.0082302
3.45787	0.97205	0.00933354
3.5225	0.976132	0.0088105
3.58713	0.97406	0.00750561
3.65177	0.961911	0.00704295
3.7164	0.962186	0.00699053
3.78103	0.974575	0.0070653
3.84567	0.974875	0.00761059
3.9103	0.970402	0.00741791
3.97493	0.979477	0.00766634
4.03957	0.987963	0.00675808
4.1042	0.98322	0.00690645
4.16883	0.98401	0.00684868
4.23346	0.97895	0.00708482
4.2981	0.99339	0.00768708
4.36273	0.986501	0.00664472
4.42736	0.976087	0.00662231
4.492	0.986488	0.0065024
4.55663	0.983055	0.00670727
4.62126	0.975407	0.00557486
4.6859	0.978098	0.00600979
4.75053	0.982886	0.00608479
4.81516	0.979614	0.00569475
4.87979	0.975919	0.00550531
4.94443	0.974332	0.00516861
5.00906	0.984664	0.00649756
5.07369	0.988429	0.0063089
5.13833	0.984545	0.00560072
5.20296	0.988884	0.00501049
5.26759	0.98782	0.005956
5.33223	0.989511	0.00631339
5.39686	0.985721	0.00562114
5.46149	0.988418	0.00576736
5.52612	0.991212	0.00513818
5.59076	0.989775	0.00539457
5.65539	0.996772	0.00513287
5.72002	0.991169	0.00497529
5.78466	0.990301	0.00504637
5.84929	0.99489	0.00542874
5.91392	0.988855	0.00524666
5.97856	0.987805	0.0051393
6.04319	0.99386	0.0045726
6.10782	0.994879	0.00449761
6.17246	0.990596	0.00456768
6.23709	0.986965	0.00448944
6.30172	0.989146	0.00426767
6.36635	0.991202	0.00434005
6.43099	0.988418	0.00435861
